SECURITY DETAIL VIEW (EQUITY)
Tallinna Kaubamaja (TKM1T)
Period: 2008-05-18 - 2008-11-18
Currency: EUR
Marketplace: TSE
Name: TKM1T
Date;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
2008-10-27;2,89;2,90;2,98;2,63;2,90;2,90;0,00%;2,67;2,90;23;3890;11260,20;
2008-10-28;2,92;2,98;2,99;2,84;2,90;2,89;-0,34%;2,84;2,90;15;8660;25282,90;
2008-10-29;2,90;3,00;3,00;2,75;2,89;2,85;-1,38%;2,75;2,85;24;35860;106448,50;
2008-10-30;2,76;2,89;2,89;2,71;2,85;2,76;-3,16%;2,71;2,81;15;5809;16025,29;
2008-10-31;2,74;2,80;2,80;2,70;2,76;2,70;-2,17%;2,70;2,71;15;9612;26290,04;
2008-11-03;2,91;3,10;3,10;2,90;2,70;2,90;7,41%;2,81;2,90;9;1857;5407,30;
2008-11-04;2,76;2,90;2,90;2,70;2,90;2,80;-3,45%;2,79;2,80;83;96630;269370,14;
2008-11-05;2,81;2,94;2,94;2,75;2,80;2,83;1,07%;2,79;2,82;37;27653;79041,58;
2008-11-06;2,71;2,80;2,80;2,65;2,83;2,70;-4,59%;2,70;2,72;29;28241;76410,30;
2008-11-07;2,70;2,70;2,74;2,65;2,70;2,68;-0,74%;2,60;2,69;11;18610;50216,40;
2008-11-10;2,51;2,55;2,55;2,50;2,68;2,50;-6,72%;2,48;2,50;10;2300;5779,50;
2008-11-11;2,36;2,50;2,50;2,30;2,50;2,35;-6,00%;2,35;2,39;27;6380;15076,12;
2008-11-12;2,11;2,35;2,38;2,05;2,35;2,14;-8,94%;2,11;2,14;33;7431;15693,39;
2008-11-13;2,08;2,23;2,23;2,00;2,14;2,09;-2,34%;2,07;2,09;19;2615;5434,87;
2008-11-14;2,15;2,18;2,18;2,07;2,09;2,15;2,87%;2,07;2,15;4;490;1052,30;
2008-11-17;2,12;2,15;2,20;2,02;2,15;2,02;-6,05%;2,01;2,09;18;4852;10302,20;
