SECURITY DETAIL VIEW (EQUITY)
Ditton pievadķēžu rūpnīca (DPK1R)
Period: 2008-05-19 - 2008-11-19
Currency: LVL
Marketplace: RSE
Name: DPK1R
Date;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
2008-07-29;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,31;0,33;0;0;0,00;
2008-07-30;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,31;0,33;4;711;222,57;
2008-07-31;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,31;0,33;1;65;20,35;
2008-08-01;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,31;0,33;0;0;0,00;
2008-08-04;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,31;0,33;3;1334;417,58;
2008-08-05;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,30;0,31;6;8500;2660,77;
2008-08-06;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,31;0,33;1;6000;1878,19;
2008-08-07;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,31;0,33;1;1500;469,55;
2008-08-08;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,30;0,31;0;0;0,00;
2008-08-11;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,30;0,31;0;0;0,00;
2008-08-12;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,30;0,31;0;0;0,00;
2008-08-13;0,00;0,31;0,00;0,00;0,31;0,31;0,00%;0,30;0,31;0;0;0,00;
2008-08-14;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,30;0,31;1;250;78,26;
2008-08-15;0,30;0,30;0,30;0,30;0,31;0,30;-4,55%;0,30;0,31;5;2500;747,01;
2008-08-18;0,30;0,30;0,30;0,30;0,30;0,30;0,00%;0,30;0,31;2;6387;1908,46;
2008-08-19;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,30;0,31;0;0;0,00;
2008-08-20;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,28;0,30;0;0;0,00;
2008-08-21;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,28;0,30;0;0;0,00;
2008-08-22;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,28;0,30;0;0;0,00;
2008-08-25;0,30;0,28;0,30;0,28;0,30;0,30;0,00%;0,28;0,30;5;3000;894,99;
2008-08-26;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,28;0,30;0;0;0,00;
2008-08-27;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,28;0,30;0;0;0,00;
2008-08-28;0,30;0,30;0,30;0,30;0,30;0,30;0,00%;0,28;0,30;2;3113;930,17;
2008-08-29;0,34;0,31;0,37;0,31;0,30;0,37;23,81%;0,34;0,37;27;29774;9993,74;
2008-09-01;0,36;0,36;0,36;0,36;0,37;0,36;-3,85%;0,34;0,36;2;7060;2511,37;
2008-09-02;0,36;0,36;0,36;0,36;0,36;0,36;0,00%;0,34;0,36;1;1000;355,72;
2008-09-03;0,36;0,36;0,36;0,36;0,36;0,36;0,00%;0,34;0,36;1;1000;355,72;
2008-09-04;0,34;0,34;0,34;0,34;0,36;0,34;-4,00%;0,31;0,34;4;9000;3073,40;
2008-09-05;0,33;0,33;0,33;0,33;0,34;0,33;-4,17%;0,33;0,34;3;5987;1959,31;
2008-09-08;0,34;0,34;0,36;0,34;0,33;0,34;4,35%;0,34;0,36;7;12545;4288,89;
2008-09-09;0,33;0,33;0,33;0,33;0,34;0,33;-4,17%;0,33;0,34;5;8592;2811,82;
2008-09-10;0,00;0,33;0,00;0,00;0,33;0,33;0,00%;0,33;0,34;0;0;0,00;
2008-09-11;0,00;0,33;0,00;0,00;0,33;0,33;0,00%;0,33;0,34;0;0;0,00;
2008-09-12;0,33;0,31;0,33;0,31;0,33;0,33;0,00%;0,33;0,34;3;6400;2091,62;
2008-09-15;0,33;0,33;0,33;0,33;0,33;0,33;0,00%;0,33;0,34;1;1007;329,55;
2008-09-16;0,31;0,31;0,31;0,31;0,33;0,31;-4,35%;0,31;0,33;1;655;205,04;
2008-09-17;0,31;0,31;0,31;0,31;0,31;0,31;0,00%;0,28;0,31;3;12500;3912,90;
2008-09-18;0,30;0,30;0,30;0,30;0,31;0,30;-4,55%;0,27;0,31;2;6000;1792,82;
2008-09-19;0,30;0,30;0,30;0,30;0,30;0,30;0,00%;0,27;0,31;3;11000;3286,83;
2008-09-22;0,00;0,30;0,00;0,00;0,30;0,30;0,00%;0,30;0,31;0;0;0,00;
2008-09-23;0,31;0,30;0,31;0,30;0,30;0,31;4,76%;0,28;0,34;3;12000;3671,01;
2008-09-24;0,30;0,30;0,30;0,30;0,31;0,30;-4,55%;0,28;0,30;4;11000;3286,83;
