BALTIC EQUITY LIST
DATE: 2008-11-24
Name;Currency;MarketPlace;ListName;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
SRS2L;EUR;VSE;BALTIC SECONDARY LIST;1,69;1,74;1,74;1,68;1,85;1,68;-9,38%;0,00;1,68;3;800;1352,87;
STU1L;EUR;VSE;BALTIC SECONDARY LIST;1,16;1,16;1,16;1,16;1,22;1,16;-4,76%;1,16;1,22;1;110;127,43;
TKB1R;EUR;RSE;BALTIC SECONDARY LIST;0,00;0,54;0,00;0,00;0,54;0,54;-%;0,50;0,55;0;0;0,00;
TMA1R;EUR;RSE;BALTIC SECONDARY LIST;0,00;0,73;0,00;0,00;0,73;0,73;-%;0,00;0,78;0;0;0,00;
VDG1L;EUR;VSE;BALTIC SECONDARY LIST;0,32;0,32;0,32;0,32;0,32;0,32;-%;0,00;0,31;1;200;63,72;
VEF1R;EUR;RSE;BALTIC SECONDARY LIST;0,00;1,64;0,00;0,00;1,64;1,64;-%;0,00;1,64;0;0;0,00;
VSS1R;EUR;RSE;BALTIC SECONDARY LIST;0,48;0,47;0,50;0,47;0,47;0,50;6,06%;0,47;0,48;6;860;416,19;
VST1L;EUR;VSE;BALTIC SECONDARY LIST;0,00;124,54;0,00;0,00;124,54;124,54;-%;114,40;130,33;0;0;0,00;
ZMP1L;EUR;VSE;BALTIC SECONDARY LIST;0,17;0,17;0,17;0,17;0,16;0,17;3,57%;0,15;0,17;2;200;33,60;
ZOV1R;EUR;RSE;BALTIC SECONDARY LIST;0,00;1,20;0,00;0,00;1,20;1,20;-%;0,00;0,00;0;0;0,00;
